iter	RMSE
731	1.172922753
732	1.1728868
733	1.172748495
734	1.172590113
735	1.172400545
736	1.17238721
737	1.172338095
738	1.172073958
739	1.171844077
740	1.171797292
741	1.171701917
742	1.171570915
743	1.171426262
744	1.171371448
745	1.171152551
746	1.170941851
747	1.170859004
748	1.170612889
749	1.170485922
750	1.170448221
751	1.170304358
752	1.170212862
753	1.170074828
754	1.1698673
755	1.169755576
756	1.169659909
757	1.169520697
758	1.169308566
759	1.169194017
760	1.169107029
761	1.168795378
762	1.168694951
763	1.168538848
764	1.168399549
765	1.168303891
766	1.168118391
767	1.167844747
768	1.167580258
769	1.167527327
770	1.167439684
771	1.167427431
772	1.167216313
773	1.167128437
774	1.167077797
775	1.167028233
776	1.166936778
777	1.166921096
778	1.16657838
779	1.166486919
780	1.166217702
781	1.16618051
782	1.166072235
783	1.165983725
784	1.165955143
785	1.165768367
786	1.165757829
787	1.165652965
788	1.165393368
789	1.165351513
790	1.164937974
791	1.164743578
792	1.164728559
793	1.164675369
794	1.164524722
795	1.164391667
796	1.164193643
797	1.164124357
798	1.163844474
799	1.163749794
800	1.163737642
801	1.163567352
802	1.163552015
803	1.163373804
804	1.16319749
805	1.163134834
806	1.163011066
807	1.162938941
808	1.162822343
809	1.162756135
810	1.162506848
811	1.162249933
812	1.162138107
813	1.162055732
814	1.162035189
815	1.161900086
816	1.16186187
817	1.161802206
818	1.161686642
819	1.161643932
820	1.161439305
821	1.161279656
822	1.161250387
823	1.161133266
824	1.160962292
825	1.160804365
826	1.160767506
827	1.160641645
828	1.160069388
829	1.159865611
830	1.159791167
831	1.159729014
832	1.15956116
833	1.159551387
834	1.159186362
835	1.159176063
836	1.159084268
837	1.159025732
838	1.158865458
839	1.158834511
840	1.158788683
841	1.158630555
842	1.158539333
843	1.15829804
844	1.158172824
845	1.157694368
846	1.15766023
847	1.157548265
848	1.157262799
849	1.1570967
850	1.156867973
851	1.156749514
852	1.156695541
853	1.156687601
854	1.156529622
855	1.156515096
856	1.15637646
857	1.15620134
858	1.156098183
859	1.1560501
860	1.155843394
861	1.155515815
862	1.155440551
863	1.155382817
864	1.155299113
865	1.155188782
866	1.155151877
867	1.155084486
868	1.154996788
869	1.15476401
870	1.154720847
871	1.154548627
872	1.154475395
873	1.154272221
874	1.154217032
875	1.154161845
876	1.154043861
877	1.15387131
878	1.153828232
879	1.153763975
880	1.153550927
881	1.153485461
882	1.153451711
883	1.153292241
884	1.153284568
885	1.153061522
886	1.153026176
887	1.152962387
888	1.152731012
889	1.152617382
890	1.152531066
891	1.152426744
892	1.152287791
893	1.152272197
894	1.152093703
895	1.151985863
896	1.151975522
897	1.151881677
898	1.151837451
899	1.15178865
900	1.151731603
901	1.151570745
902	1.151434829
903	1.151315591
904	1.15116771
905	1.151128203
906	1.151119236
907	1.150989718
908	1.150765908
909	1.15059898
910	1.150385172
911	1.150333856
912	1.150167598
913	1.149960516
914	1.149887701
915	1.149567971
916	1.149557479
917	1.14951851
918	1.149409756
919	1.149223535
920	1.149167745
921	1.149017489
922	1.148891469
923	1.148595159
924	1.148448738
925	1.148440241
926	1.148234409
927	1.148044651
928	1.14802654
929	1.147909908
930	1.147687904
931	1.147531864
932	1.147453156
933	1.147375293
934	1.147299655
935	1.147178154
936	1.147096485
937	1.147068477
938	1.146958244
939	1.146926233
940	1.146860449
941	1.146703155
942	1.146569818
943	1.146432791
944	1.146425786
945	1.146364683
946	1.146053918
947	1.145941786
948	1.145707797
949	1.145504074
950	1.145453735
951	1.145307017
952	1.145299397
953	1.145221844
954	1.145218602
955	1.145206147
956	1.145197744
957	1.145056789
958	1.144841774
959	1.144606426
960	1.144592582
961	1.14436304
962	1.143857716
963	1.143838106
964	1.143817504
965	1.143797976
966	1.143713736
967	1.143701464
968	1.143692078
969	1.143452485
970	1.143313269
971	1.143229253
972	1.143098607
973	1.14300915
974	1.142978561
975	1.142965199
976	1.142866546
977	1.142746946
978	1.142558692
979	1.142469107
980	1.142369001
981	1.142250399
982	1.142169176
983	1.141903914
984	1.141765813
985	1.141747251
986	1.141597226
987	1.141524127
988	1.141372975
989	1.141227552
990	1.141045708
991	1.140860881
992	1.140650321
993	1.140531671
994	1.140328278
995	1.140178795
996	1.14007144
997	1.139971041
998	1.139844691
999	1.139626175
